,Dates,Temperature in celsius
1069,1802-12-06,9.47
1070,1802-12-07,14.05
1071,1802-12-08,13.65
1072,1802-12-09,14.42
1073,1802-12-10,16.27
1074,1802-12-11,8.93
1075,1802-12-12,15.63
1076,1802-12-13,9.1
1077,1802-12-14,9.69
1078,1802-12-15,11.12
1079,1802-12-16,16.11
1080,1802-12-17,12.99
1081,1802-12-18,16.98
1082,1802-12-19,14.95
1083,1802-12-20,10.25
1084,1802-12-21,8.97
1085,1802-12-22,8.2
1086,1802-12-23,9.56
1087,1802-12-24,9.71
1088,1802-12-25,14.62
1089,1802-12-26,15.46
1090,1802-12-27,15.25
1091,1802-12-28,9.03
1092,1802-12-29,12.52
1093,1802-12-30,15.35
1094,1802-12-31,12.94
1095,1803-01-01,11.81
1096,1803-01-02,10.89
1097,1803-01-03,9.88
1098,1803-01-04,13.56
1099,1803-01-05,12.91
1100,1803-01-06,8.8
1101,1803-01-07,10.74
1102,1803-01-08,12.49
1103,1803-01-09,10.51
1104,1803-01-10,10.36
1105,1803-01-11,12.95
1106,1803-01-12,12.64
1107,1803-01-13,13.54
1108,1803-01-14,12.98
1109,1803-01-15,13.58
1110,1803-01-16,13.32
1111,1803-01-17,11.93
1112,1803-01-18,12.79
1113,1803-01-19,12.05
1114,1803-01-20,11.66
1115,1803-01-21,8.75
1116,1803-01-22,11.18
1117,1803-01-23,11.27
1118,1803-01-24,11.83
1119,1803-01-25,13.66
1120,1803-01-26,8.21
1121,1803-01-27,9.19
1122,1803-01-28,11.89
1123,1803-01-29,8.84
1124,1803-01-30,12.1
1125,1803-01-31,9.78
1126,1803-02-01,13.73
1127,1803-02-02,15.53
1128,1803-02-03,16.05
1129,1803-02-04,12.33
1130,1803-02-05,16.6
1131,1803-02-06,15.94
1132,1803-02-07,16.97
1133,1803-02-08,16.17
1134,1803-02-09,12.75
1135,1803-02-10,11.67
1136,1803-02-11,12.12
1137,1803-02-12,14.39
1138,1803-02-13,12.69
1139,1803-02-14,16.44
1140,1803-02-15,13.68
1141,1803-02-16,13.29
1142,1803-02-17,12.05
1143,1803-02-18,19.67
1144,1803-02-19,14.45
1145,1803-02-20,18.47
1146,1803-02-21,17.53
1147,1803-02-22,19.24
1148,1803-02-23,16.09
1149,1803-02-24,12.78
1150,1803-02-25,14.02
1151,1803-02-26,12.06
1152,1803-02-27,13.55
1153,1803-02-28,13.07
1154,1803-03-01,18.78
1155,1803-03-02,27.11
1156,1803-03-03,19.89
1157,1803-03-04,20.72
1158,1803-03-05,17.74
1159,1803-03-06,17.66
1160,1803-03-07,25.79
1161,1803-03-08,18.22
1162,1803-03-09,26.01
1163,1803-03-10,22.53
1164,1803-03-11,25.95
1165,1803-03-12,25.01
1166,1803-03-13,21.18
1167,1803-03-14,20.45
1168,1803-03-15,22.75
1169,1803-03-16,22.74
1170,1803-03-17,20.97
1171,1803-03-18,28.07
1172,1803-03-19,28.32
1173,1803-03-20,17.74
1174,1803-03-21,26.72
1175,1803-03-22,21.27
1176,1803-03-23,18.38
1177,1803-03-24,28.01
1178,1803-03-25,18.25
1179,1803-03-26,24.25
1180,1803-03-27,27.44
1181,1803-03-28,22.48
1182,1803-03-29,23.28
1183,1803-03-30,26.52
1184,1803-03-31,18.82
1185,1803-04-01,33.95
1186,1803-04-02,27.68
1187,1803-04-03,30.24
1188,1803-04-04,34.99
1189,1803-04-05,29.7
1190,1803-04-06,27.47
1191,1803-04-07,32.78
1192,1803-04-08,30.9
1193,1803-04-09,31.14
1194,1803-04-10,32.49
1195,1803-04-11,26.78
1196,1803-04-12,33.43
1197,1803-04-13,25.8
1198,1803-04-14,23.7
1199,1803-04-15,24.12
1200,1803-04-16,33.37
1201,1803-04-17,26.96
1202,1803-04-18,23.04
1203,1803-04-19,32.46
1204,1803-04-20,26.56
1205,1803-04-21,26.96
1206,1803-04-22,30.87
1207,1803-04-23,33.55
1208,1803-04-24,26.3
1209,1803-04-25,31.95
1210,1803-04-26,34.71
1211,1803-04-27,32.67
1212,1803-04-28,26.09
1213,1803-04-29,26.44
1214,1803-04-30,26.5
1215,1803-05-01,39.2
1216,1803-05-02,35.14
1217,1803-05-03,44.89
1218,1803-05-04,44.94
1219,1803-05-05,43.23
1220,1803-05-06,41.05
1221,1803-05-07,41.13
1222,1803-05-08,35.25
1223,1803-05-09,43.4
1224,1803-05-10,37.39
1225,1803-05-11,41.09
1226,1803-05-12,35.28
1227,1803-05-13,38.21
1228,1803-05-14,38.83
1229,1803-05-15,37.76
1230,1803-05-16,42.99
1231,1803-05-17,43.86
1232,1803-05-18,40.91
1233,1803-05-19,43.44
1234,1803-05-20,43.59
1235,1803-05-21,36.59
1236,1803-05-22,39.01
1237,1803-05-23,43.43
1238,1803-05-24,36.07
1239,1803-05-25,43.44
1240,1803-05-26,41.71
1241,1803-05-27,36.09
1242,1803-05-28,43.26
1243,1803-05-29,44.61
1244,1803-05-30,45.97
1245,1803-05-31,45.65
1246,1803-06-01,45.28
1247,1803-06-02,36.24
1248,1803-06-03,43.01
1249,1803-06-04,39.5
1250,1803-06-05,39.55
1251,1803-06-06,42.47
1252,1803-06-07,35.17
1253,1803-06-08,35.03
1254,1803-06-09,46.26
1255,1803-06-10,46.56
1256,1803-06-11,41.8
1257,1803-06-12,39.6
1258,1803-06-13,45.79
1259,1803-06-14,46.35
1260,1803-06-15,39.44
1261,1803-06-16,35.68
1262,1803-06-17,44.85
1263,1803-06-18,41.62
1264,1803-06-19,45.22
1265,1803-06-20,40.53
1266,1803-06-21,43.64
1267,1803-06-22,37.71
1268,1803-06-23,37.37
1269,1803-06-24,36.31
1270,1803-06-25,35.46
1271,1803-06-26,36.44
1272,1803-06-27,41.86
1273,1803-06-28,41.4
1274,1803-06-29,40.8
1275,1803-06-30,39.93
1276,1803-07-01,38.83
1277,1803-07-02,37.5
1278,1803-07-03,36.97
1279,1803-07-04,36.35
1280,1803-07-05,35.69
1281,1803-07-06,38.26
1282,1803-07-07,33.22
1283,1803-07-08,32.72
1284,1803-07-09,38.62
1285,1803-07-10,34.1
1286,1803-07-11,35.33
1287,1803-07-12,35.78
1288,1803-07-13,36.48
1289,1803-07-14,32.53
1290,1803-07-15,33.99
1291,1803-07-16,33.29
1292,1803-07-17,37.06
1293,1803-07-18,35.89
1294,1803-07-19,36.42
1295,1803-07-20,32.73
1296,1803-07-21,38.63
1297,1803-07-22,35.6
1298,1803-07-23,34.79
1299,1803-07-24,38.17
1300,1803-07-25,33.71
1301,1803-07-26,37.37
1302,1803-07-27,32.1
1303,1803-07-28,32.71
1304,1803-07-29,38.85
1305,1803-07-30,34.02
1306,1803-07-31,34.5
1307,1803-08-01,31.52
1308,1803-08-02,28.54
1309,1803-08-03,31.37
1310,1803-08-04,34.57
1311,1803-08-05,36.82
1312,1803-08-06,30.89
1313,1803-08-07,32.93
1314,1803-08-08,32.28
1315,1803-08-09,29.45
1316,1803-08-10,29.25
1317,1803-08-11,30.51
1318,1803-08-12,29.36
1319,1803-08-13,36.2
1320,1803-08-14,30.27
1321,1803-08-15,31.07
1322,1803-08-16,29.15
1323,1803-08-17,36.45
1324,1803-08-18,33.73
1325,1803-08-19,37.18
1326,1803-08-20,31.0
1327,1803-08-21,29.08
1328,1803-08-22,33.26
1329,1803-08-23,29.22
1330,1803-08-24,30.79
1331,1803-08-25,29.91
1332,1803-08-26,34.01
1333,1803-08-27,28.53
1334,1803-08-28,36.79
1335,1803-08-29,36.16
1336,1803-08-30,35.62
1337,1803-08-31,33.84
1338,1803-09-01,31.0
1339,1803-09-02,31.76
1340,1803-09-03,26.14
1341,1803-09-04,33.26
1342,1803-09-05,25.17
1343,1803-09-06,31.78
1344,1803-09-07,32.45
1345,1803-09-08,25.54
1346,1803-09-09,28.32
1347,1803-09-10,26.47
1348,1803-09-11,32.56
1349,1803-09-12,28.77
1350,1803-09-13,28.37
1351,1803-09-14,32.64
1352,1803-09-15,30.55
1353,1803-09-16,31.65
1354,1803-09-17,31.58
1355,1803-09-18,28.11
1356,1803-09-19,28.4
1357,1803-09-20,31.9
1358,1803-09-21,29.77
1359,1803-09-22,25.98
1360,1803-09-23,29.25
1361,1803-09-24,30.78
1362,1803-09-25,26.96
1363,1803-09-26,28.62
1364,1803-09-27,31.08
1365,1803-09-28,29.67
1366,1803-09-29,29.9
1367,1803-09-30,28.48
1368,1803-10-01,21.35
1369,1803-10-02,23.27
1370,1803-10-03,31.2
1371,1803-10-04,23.09
1372,1803-10-05,26.86
1373,1803-10-06,28.52
1374,1803-10-07,21.16
1375,1803-10-08,32.53
1376,1803-10-09,23.37
1377,1803-10-10,30.15
1378,1803-10-11,30.23
1379,1803-10-12,27.11
1380,1803-10-13,21.57
1381,1803-10-14,26.69
1382,1803-10-15,32.67
1383,1803-10-16,23.7
1384,1803-10-17,32.39
1385,1803-10-18,28.89
1386,1803-10-19,21.45
1387,1803-10-20,25.61
1388,1803-10-21,26.53
1389,1803-10-22,21.05
1390,1803-10-23,31.17
1391,1803-10-24,31.53
1392,1803-10-25,30.77
1393,1803-10-26,32.93
1394,1803-10-27,22.15
1395,1803-10-28,21.14
1396,1803-10-29,30.48
1397,1803-10-30,26.38
1398,1803-10-31,28.54
1399,1803-11-01,18.07
1400,1803-11-02,20.84
1401,1803-11-03,14.85
1402,1803-11-04,20.98
1403,1803-11-05,20.97
1404,1803-11-06,22.87
1405,1803-11-07,19.39
1406,1803-11-08,20.21
1407,1803-11-09,14.43
1408,1803-11-10,23.53
1409,1803-11-11,18.92
1410,1803-11-12,23.25
1411,1803-11-13,20.07
1412,1803-11-14,21.39
1413,1803-11-15,15.83
1414,1803-11-16,18.51
1415,1803-11-17,19.18
1416,1803-11-18,20.36
1417,1803-11-19,22.33
1418,1803-11-20,14.77
1419,1803-11-21,21.3
1420,1803-11-22,15.58
1421,1803-11-23,18.32
1422,1803-11-24,22.4
1423,1803-11-25,15.75
1424,1803-11-26,23.65
1425,1803-11-27,14.89
1426,1803-11-28,16.42
1427,1803-11-29,14.17
1428,1803-11-30,22.3
1429,1803-12-01,9.77
1430,1803-12-02,14.66
1431,1803-12-03,14.31
1432,1803-12-04,13.53
1433,1803-12-05,10.88
1434,1803-12-06,11.96
1435,1803-12-07,11.59
1436,1803-12-08,15.99
1437,1803-12-09,10.91
1438,1803-12-10,8.81
1439,1803-12-11,8.02
1440,1803-12-12,9.05
1441,1803-12-13,9.64
1442,1803-12-14,9.93
1443,1803-12-15,14.11
1444,1803-12-16,8.92
1445,1803-12-17,16.77
1446,1803-12-18,14.06
1447,1803-12-19,10.52
1448,1803-12-20,8.18
1449,1803-12-21,15.26
1450,1803-12-22,9.68
1451,1803-12-23,11.68
1452,1803-12-24,15.29
1453,1803-12-25,8.06
1454,1803-12-26,14.89
1455,1803-12-27,12.26
1456,1803-12-28,15.91
1457,1803-12-29,13.65
1458,1803-12-30,12.37
1459,1803-12-31,14.32
1460,1804-01-01,12.98
1461,1804-01-02,10.31
1462,1804-01-03,10.08
1463,1804-01-04,9.22
1464,1804-01-05,8.82
1465,1804-01-06,13.03
1466,1804-01-07,13.01
1467,1804-01-08,11.22
1468,1804-01-09,13.96
1469,1804-01-10,8.85
1470,1804-01-11,12.21
1471,1804-01-12,10.54
1472,1804-01-13,11.76
1473,1804-01-14,9.24
1474,1804-01-15,8.3
1475,1804-01-16,12.31
1476,1804-01-17,8.67
1477,1804-01-18,12.2
1478,1804-01-19,12.66
1479,1804-01-20,12.63
1480,1804-01-21,8.8
1481,1804-01-22,11.1
1482,1804-01-23,13.78
1483,1804-01-24,13.05
1484,1804-01-25,12.73
1485,1804-01-26,13.73
1486,1804-01-27,12.84
1487,1804-01-28,13.91
1488,1804-01-29,10.82
1489,1804-01-30,11.63
1490,1804-01-31,11.26
1491,1804-02-01,13.05
1492,1804-02-02,17.21
1493,1804-02-03,15.27
1494,1804-02-04,12.19
1495,1804-02-05,16.77
1496,1804-02-06,14.64
1497,1804-02-07,14.63
1498,1804-02-08,16.77
1499,1804-02-09,12.95
1500,1804-02-10,11.74
1501,1804-02-11,13.17
1502,1804-02-12,16.59
1503,1804-02-13,14.24
1504,1804-02-14,16.71
1505,1804-02-15,19.86
1506,1804-02-16,18.11
1507,1804-02-17,14.22
1508,1804-02-18,19.24
1509,1804-02-19,14.36
1510,1804-02-20,11.03
1511,1804-02-21,18.6
1512,1804-02-22,17.87
1513,1804-02-23,17.4
1514,1804-02-24,15.13
1515,1804-02-25,11.16
1516,1804-02-26,11.31
1517,1804-02-27,13.78
1518,1804-02-28,19.24
1519,1804-02-29,15.17
1520,1804-03-01,18.56
1521,1804-03-02,21.19
1522,1804-03-03,23.99
1523,1804-03-04,21.61
1524,1804-03-05,20.34
1525,1804-03-06,21.71
1526,1804-03-07,23.32
1527,1804-03-08,28.6
1528,1804-03-09,17.89
1529,1804-03-10,22.5
1530,1804-03-11,19.56
1531,1804-03-12,26.68
1532,1804-03-13,25.28
1533,1804-03-14,26.57
1534,1804-03-15,22.01
1535,1804-03-16,20.45
1536,1804-03-17,21.25
1537,1804-03-18,25.85
1538,1804-03-19,19.46
1539,1804-03-20,18.04
1540,1804-03-21,20.48
1541,1804-03-22,18.94
1542,1804-03-23,19.81
1543,1804-03-24,20.1
1544,1804-03-25,18.77
1545,1804-03-26,20.76
1546,1804-03-27,28.62
1547,1804-03-28,18.1
1548,1804-03-29,22.77
1549,1804-03-30,19.65
1550,1804-03-31,27.13
1551,1804-04-01,27.56
1552,1804-04-02,33.06
1553,1804-04-03,25.9
1554,1804-04-04,32.89
1555,1804-04-05,28.36
1556,1804-04-06,34.48
1557,1804-04-07,24.73
1558,1804-04-08,28.03
1559,1804-04-09,27.01
1560,1804-04-10,33.99
1561,1804-04-11,23.7
1562,1804-04-12,23.97
1563,1804-04-13,27.98
1564,1804-04-14,32.6
1565,1804-04-15,27.59
1566,1804-04-16,28.65
1567,1804-04-17,24.14
1568,1804-04-18,26.56
1569,1804-04-19,31.41
1570,1804-04-20,27.22
1571,1804-04-21,27.27
1572,1804-04-22,26.11
1573,1804-04-23,33.28
1574,1804-04-24,28.48
1575,1804-04-25,25.01
1576,1804-04-26,24.58
1577,1804-04-27,33.8
1578,1804-04-28,33.15
1579,1804-04-29,29.27
1580,1804-04-30,25.66
1581,1804-05-01,45.57
1582,1804-05-02,45.1
1583,1804-05-03,42.35
1584,1804-05-04,34.02
1585,1804-05-05,42.55
1586,1804-05-06,34.67
1587,1804-05-07,35.41
1588,1804-05-08,40.45
1589,1804-05-09,39.41
1590,1804-05-10,43.24
1591,1804-05-11,36.18
1592,1804-05-12,41.07
1593,1804-05-13,36.84
1594,1804-05-14,44.42
1595,1804-05-15,41.75
1596,1804-05-16,36.14
1597,1804-05-17,42.12
1598,1804-05-18,38.04
1599,1804-05-19,43.98
1600,1804-05-20,45.02
1601,1804-05-21,35.56
1602,1804-05-22,45.1
1603,1804-05-23,41.34
1604,1804-05-24,42.04
1605,1804-05-25,34.67
1606,1804-05-26,45.03
1607,1804-05-27,44.17
1608,1804-05-28,38.43
1609,1804-05-29,40.69
1610,1804-05-30,37.63
1611,1804-05-31,44.31
1612,1804-06-01,42.72
1613,1804-06-02,36.92
1614,1804-06-03,45.15
1615,1804-06-04,46.21
1616,1804-06-05,40.46
1617,1804-06-06,43.12
1618,1804-06-07,39.47
1619,1804-06-08,38.02
1620,1804-06-09,38.05
1621,1804-06-10,43.52
1622,1804-06-11,38.14
1623,1804-06-12,40.83
1624,1804-06-13,35.88
1625,1804-06-14,45.49
1626,1804-06-15,41.09
1627,1804-06-16,36.54
1628,1804-06-17,43.92
1629,1804-06-18,46.77
1630,1804-06-19,44.14
1631,1804-06-20,37.5
1632,1804-06-21,38.4
1633,1804-06-22,37.88
1634,1804-06-23,46.85
1635,1804-06-24,38.47
1636,1804-06-25,38.08
1637,1804-06-26,44.28
1638,1804-06-27,40.36
1639,1804-06-28,36.33
1640,1804-06-29,38.64
1641,1804-06-30,37.47
1642,1804-07-01,36.34
1643,1804-07-02,35.28
1644,1804-07-03,38.78
1645,1804-07-04,36.9
1646,1804-07-05,36.1
1647,1804-07-06,33.05
1648,1804-07-07,37.85
1649,1804-07-08,37.79
1650,1804-07-09,35.15
1651,1804-07-10,36.46
1652,1804-07-11,36.53
1653,1804-07-12,32.04
1654,1804-07-13,35.07
1655,1804-07-14,36.62
1656,1804-07-15,34.24
1657,1804-07-16,35.73
1658,1804-07-17,34.83
1659,1804-07-18,36.81
1660,1804-07-19,35.57
1661,1804-07-20,33.42
1662,1804-07-21,36.82
1663,1804-07-22,34.32
1664,1804-07-23,38.9
1665,1804-07-24,33.86
1666,1804-07-25,32.31
1667,1804-07-26,34.29
1668,1804-07-27,33.7
1669,1804-07-28,35.65
1670,1804-07-29,34.81
1671,1804-07-30,34.39
1672,1804-07-31,36.31
1673,1804-08-01,30.16
1674,1804-08-02,36.84
1675,1804-08-03,35.59
1676,1804-08-04,36.71
1677,1804-08-05,31.9
1678,1804-08-06,32.09
1679,1804-08-07,35.67
1680,1804-08-08,36.68
1681,1804-08-09,31.5
1682,1804-08-10,30.47
1683,1804-08-11,30.67
1684,1804-08-12,29.74
1685,1804-08-13,36.54
1686,1804-08-14,34.8
1687,1804-08-15,37.08
1688,1804-08-16,37.05
1689,1804-08-17,29.36
1690,1804-08-18,33.08
1691,1804-08-19,32.54
1692,1804-08-20,34.0
1693,1804-08-21,29.45
1694,1804-08-22,36.31
1695,1804-08-23,28.73
1696,1804-08-24,35.46
1697,1804-08-25,28.99
1698,1804-08-26,29.05
1699,1804-08-27,28.69
1700,1804-08-28,29.63
1701,1804-08-29,35.02
1702,1804-08-30,29.36
1703,1804-08-31,37.72
1704,1804-09-01,33.58
1705,1804-09-02,30.61
1706,1804-09-03,28.52
1707,1804-09-04,32.0
1708,1804-09-05,32.44
1709,1804-09-06,32.11
1710,1804-09-07,30.01
1711,1804-09-08,30.42
1712,1804-09-09,28.61
1713,1804-09-10,27.39
1714,1804-09-11,26.85
1715,1804-09-12,26.23
1716,1804-09-13,28.67
1717,1804-09-14,29.78
1718,1804-09-15,27.82
1719,1804-09-16,30.39
1720,1804-09-17,28.86
1721,1804-09-18,33.08
1722,1804-09-19,26.41
1723,1804-09-20,28.12
1724,1804-09-21,29.16
1725,1804-09-22,25.77
1726,1804-09-23,33.97
1727,1804-09-24,31.46
1728,1804-09-25,28.2
1729,1804-09-26,32.36
1730,1804-09-27,32.5
1731,1804-09-28,33.93
1732,1804-09-29,27.19
1733,1804-09-30,32.29
1734,1804-10-01,28.77
1735,1804-10-02,27.55
1736,1804-10-03,24.47
1737,1804-10-04,29.73
1738,1804-10-05,29.21
1739,1804-10-06,25.08
1740,1804-10-07,31.96
1741,1804-10-08,22.35
1742,1804-10-09,23.5
1743,1804-10-10,32.96
1744,1804-10-11,23.93
1745,1804-10-12,27.88
1746,1804-10-13,25.82
1747,1804-10-14,30.81
1748,1804-10-15,29.95
1749,1804-10-16,32.8
1750,1804-10-17,24.74
1751,1804-10-18,32.39
1752,1804-10-19,24.2
1753,1804-10-20,29.31
1754,1804-10-21,21.49
1755,1804-10-22,25.12
1756,1804-10-23,31.17
1757,1804-10-24,28.57
1758,1804-10-25,23.82
1759,1804-10-26,22.14
1760,1804-10-27,28.65
1761,1804-10-28,26.79
1762,1804-10-29,29.96
1763,1804-10-30,26.26
1764,1804-10-31,21.38
1765,1804-11-01,20.33
1766,1804-11-02,20.79
1767,1804-11-03,22.18
1768,1804-11-04,14.55
1769,1804-11-05,19.72
1770,1804-11-06,15.87
1771,1804-11-07,19.88
1772,1804-11-08,20.55
1773,1804-11-09,23.21
1774,1804-11-10,18.37
1775,1804-11-11,21.08
1776,1804-11-12,18.96
1777,1804-11-13,21.13
1778,1804-11-14,17.38
1779,1804-11-15,21.35
1780,1804-11-16,20.14
1781,1804-11-17,15.01
1782,1804-11-18,17.6
1783,1804-11-19,15.65
1784,1804-11-20,23.88
1785,1804-11-21,16.58
1786,1804-11-22,22.36
1787,1804-11-23,14.76
1788,1804-11-24,16.58
1789,1804-11-25,16.66
1790,1804-11-26,17.71
1791,1804-11-27,23.23
1792,1804-11-28,20.97
1793,1804-11-29,18.11
1794,1804-11-30,19.95
1795,1804-12-01,8.54
1796,1804-12-02,12.21
1797,1804-12-03,8.67
1798,1804-12-04,13.02
1799,1804-12-05,10.6
1800,1804-12-06,12.59
1801,1804-12-07,10.94
1802,1804-12-08,12.29
1803,1804-12-09,10.72
1804,1804-12-10,11.79
1805,1804-12-11,12.36
1806,1804-12-12,10.47
1807,1804-12-13,10.6
1808,1804-12-14,13.78
1809,1804-12-15,14.01
1810,1804-12-16,8.78
1811,1804-12-17,14.62
1812,1804-12-18,15.49
1813,1804-12-19,16.5
1814,1804-12-20,14.0
1815,1804-12-21,14.93
1816,1804-12-22,11.29
1817,1804-12-23,8.98
1818,1804-12-24,9.05
1819,1804-12-25,14.23
1820,1804-12-26,15.89
1821,1804-12-27,8.16
1822,1804-12-28,16.91
1823,1804-12-29,12.22
1824,1804-12-30,10.08
1825,1804-12-31,8.88
1826,1805-01-01,11.15
1827,1805-01-02,9.1
1828,1805-01-03,13.93
1829,1805-01-04,11.94
1830,1805-01-05,9.82
1831,1805-01-06,10.97
1832,1805-01-07,12.31
1833,1805-01-08,11.14
1834,1805-01-09,9.22
1835,1805-01-10,11.53
1836,1805-01-11,13.15
1837,1805-01-12,10.06
1838,1805-01-13,10.73
1839,1805-01-14,11.96
1840,1805-01-15,8.95
1841,1805-01-16,10.11
1842,1805-01-17,11.81
1843,1805-01-18,11.02
1844,1805-01-19,8.16
1845,1805-01-20,12.25
1846,1805-01-21,12.82
1847,1805-01-22,8.0
1848,1805-01-23,13.78
1849,1805-01-24,10.24
1850,1805-01-25,13.84
1851,1805-01-26,10.08
1852,1805-01-27,13.54
1853,1805-01-28,12.54
1854,1805-01-29,13.51
1855,1805-01-30,11.66
1856,1805-01-31,12.65
1857,1805-02-01,16.56
1858,1805-02-02,14.15
1859,1805-02-03,14.48
1860,1805-02-04,15.06
1861,1805-02-05,19.57
1862,1805-02-06,18.94
1863,1805-02-07,16.42
1864,1805-02-08,19.32
1865,1805-02-09,14.95
1866,1805-02-10,13.44
1867,1805-02-11,14.87
1868,1805-02-12,17.68
1869,1805-02-13,18.58
1870,1805-02-14,17.81
1871,1805-02-15,15.24
1872,1805-02-16,12.06
1873,1805-02-17,18.07
1874,1805-02-18,18.51
1875,1805-02-19,19.15
1876,1805-02-20,12.99
1877,1805-02-21,17.76
1878,1805-02-22,15.96
1879,1805-02-23,13.67
1880,1805-02-24,19.49
1881,1805-02-25,17.74
1882,1805-02-26,19.56
1883,1805-02-27,18.97
1884,1805-02-28,16.81
1885,1805-03-01,24.11
1886,1805-03-02,26.9
1887,1805-03-03,28.38
1888,1805-03-04,19.29
1889,1805-03-05,27.21
1890,1805-03-06,19.1
1891,1805-03-07,23.24
1892,1805-03-08,24.25
1893,1805-03-09,26.7
1894,1805-03-10,20.39
1895,1805-03-11,20.14
1896,1805-03-12,24.83
1897,1805-03-13,26.64
1898,1805-03-14,25.06
1899,1805-03-15,22.81
1900,1805-03-16,23.03
1901,1805-03-17,19.55
1902,1805-03-18,22.14
1903,1805-03-19,21.82
1904,1805-03-20,17.94
1905,1805-03-21,25.89
1906,1805-03-22,26.11
1907,1805-03-23,22.87
1908,1805-03-24,24.42
1909,1805-03-25,21.6
1910,1805-03-26,28.18
1911,1805-03-27,22.1
1912,1805-03-28,23.13
1913,1805-03-29,17.76
1914,1805-03-30,21.69
1915,1805-03-31,19.04
1916,1805-04-01,29.1
1917,1805-04-02,25.65
1918,1805-04-03,27.65
1919,1805-04-04,27.89
1920,1805-04-05,29.42
1921,1805-04-06,27.51
1922,1805-04-07,30.17
1923,1805-04-08,28.9
1924,1805-04-09,25.18
1925,1805-04-10,34.04
1926,1805-04-11,30.62
1927,1805-04-12,32.45
1928,1805-04-13,34.21
1929,1805-04-14,27.98
1930,1805-04-15,26.36
1931,1805-04-16,31.55
1932,1805-04-17,31.85
1933,1805-04-18,34.56
1934,1805-04-19,27.93
1935,1805-04-20,33.65
1936,1805-04-21,24.19
1937,1805-04-22,33.54
1938,1805-04-23,31.5
1939,1805-04-24,35.0
1940,1805-04-25,23.17
1941,1805-04-26,25.65
1942,1805-04-27,30.77
1943,1805-04-28,29.46
1944,1805-04-29,30.49
1945,1805-04-30,24.56
1946,1805-05-01,44.74
1947,1805-05-02,45.36
1948,1805-05-03,41.18
1949,1805-05-04,35.73
1950,1805-05-05,38.13
1951,1805-05-06,35.7
1952,1805-05-07,38.48
1953,1805-05-08,43.09
1954,1805-05-09,34.2
1955,1805-05-10,43.12
1956,1805-05-11,37.51
1957,1805-05-12,37.96
1958,1805-05-13,44.42
1959,1805-05-14,34.14
1960,1805-05-15,38.51
1961,1805-05-16,35.36
1962,1805-05-17,41.31
1963,1805-05-18,37.41
1964,1805-05-19,35.02
1965,1805-05-20,43.01
1966,1805-05-21,37.65
1967,1805-05-22,43.83
1968,1805-05-23,38.9
1969,1805-05-24,43.4
1970,1805-05-25,40.44
1971,1805-05-26,44.27
1972,1805-05-27,40.45
1973,1805-05-28,40.54
1974,1805-05-29,36.68
1975,1805-05-30,38.6
1976,1805-05-31,44.94
1977,1805-06-01,41.95
1978,1805-06-02,40.68
1979,1805-06-03,46.0
1980,1805-06-04,36.9
1981,1805-06-05,38.63
1982,1805-06-06,41.32
1983,1805-06-07,38.12
1984,1805-06-08,40.03
1985,1805-06-09,39.25
1986,1805-06-10,39.13
1987,1805-06-11,46.98
1988,1805-06-12,45.2
1989,1805-06-13,37.81
1990,1805-06-14,35.37
1991,1805-06-15,46.43
1992,1805-06-16,40.53
1993,1805-06-17,46.42
1994,1805-06-18,36.3
1995,1805-06-19,35.06
1996,1805-06-20,38.04
1997,1805-06-21,40.35
1998,1805-06-22,35.8
1999,1805-06-23,39.5
2000,1805-06-24,40.57
2001,1805-06-25,42.33
2002,1805-06-26,43.54
2003,1805-06-27,42.03
2004,1805-06-28,39.15
2005,1805-06-29,37.89
2006,1805-06-30,45.27
2007,1805-07-01,38.63
2008,1805-07-02,36.29
2009,1805-07-03,35.83
2010,1805-07-04,33.39
2011,1805-07-05,32.44
2012,1805-07-06,38.81
2013,1805-07-07,37.37
2014,1805-07-08,33.27
2015,1805-07-09,32.74
2016,1805-07-10,36.26
2017,1805-07-11,34.76
2018,1805-07-12,38.56
2019,1805-07-13,35.55
2020,1805-07-14,37.17
2021,1805-07-15,33.34
2022,1805-07-16,32.33
2023,1805-07-17,36.4
2024,1805-07-18,38.58
2025,1805-07-19,36.55
2026,1805-07-20,35.89
2027,1805-07-21,38.77
2028,1805-07-22,36.73
2029,1805-07-23,35.09
2030,1805-07-24,36.3
2031,1805-07-25,36.33
2032,1805-07-26,38.89
2033,1805-07-27,36.63
2034,1805-07-28,38.52
2035,1805-07-29,33.51
2036,1805-07-30,38.19
2037,1805-07-31,32.09
2038,1805-08-01,31.1
2039,1805-08-02,29.62
2040,1805-08-03,34.29
2041,1805-08-04,30.07
2042,1805-08-05,32.82
2043,1805-08-06,32.68
2044,1805-08-07,28.38
2045,1805-08-08,29.62
2046,1805-08-09,31.94
2047,1805-08-10,33.61
2048,1805-08-11,33.34
2049,1805-08-12,32.34
2050,1805-08-13,36.98
2051,1805-08-14,30.7
2052,1805-08-15,37.62
2053,1805-08-16,33.47
2054,1805-08-17,29.85
2055,1805-08-18,30.7
2056,1805-08-19,33.65
2057,1805-08-20,28.99
2058,1805-08-21,32.29
2059,1805-08-22,34.4
2060,1805-08-23,33.11
2061,1805-08-24,28.63
2062,1805-08-25,35.94
2063,1805-08-26,35.51
2064,1805-08-27,28.09
2065,1805-08-28,30.33
2066,1805-08-29,35.24
2067,1805-08-30,34.02
